Batch ID,Title,Client Batch ID,Client Number,Client Name,SDG Received Date/Time,Incubation Date/Time
B-380,0127201402FL,0127201402FL,NAL18-019,Safari Joe's,1/27/2020 14:02,1/27/2020 16:55
B-381,0127201403FL,0127201403FL,NAL17-085,Glenn Development Co.,1/27/2020 14:03,1/27/2020 16:55
B-382,0127201407FL,0127201407FL,NAL18-169,The Linking Center,1/27/2020 14:07,1/27/2020 16:55
B-383,0203201214FL,0203201214FL,NAL18-019,Safari Joe's,2/3/2020 12:14,2/3/2020 16:45
B-384,0203201220FL,0203201220FL,NAL18-045,Blinker's Restaurant,2/3/2020 12:20,2/3/2020 16:45
B-385,0204201410FL,0204201410FL,NAL16-161,"Lakeshore Environmental, Inc.",2/4/2020 14:10,2/4/2020 16:25
B-386,0204201415FL,0204201415FL,NAL15-106,True Blue Farms,2/4/2020 14:15,2/4/2020 16:25
B-387,0205201622FL,0205201622FL,NAL16-034,Mr. Grocery,2/5/2020 16:22,2/5/2020 16:55
B-388,0210200922FL,0210200922FL,NAL15-104,Intercare,2/10/2020 9:22,2/10/2020 16:45
B-389,0212201149FL,0212201149FL,NAL18-019,Safari Joe's,2/12/2020 11:49,2/12/2020 16:50
B-390,0214201432FL,0214201432FL,NAL17-064,Beeches Golf Club,2/14/2020 14:32,2/14/2020 16:15
B-391,0217201059FL,0217201059FL,NAL16-102,What Not Inn,2/17/2020 10:59,2/17/2020 16:45
B-392,0217201316FL,0217201316FL,NAL18-019,Safari Joe's,2/17/2020 13:16,2/17/2020 16:45
B-393,0218201056FL,0218201056FL,NAL12-001,Bronson Wellness Center-South Haven,2/18/2020 10:56,2/18/2020 16:55
B-394,0218201403FL,0218201403FL,NAL19-034,Revolution Farms,2/18/2020 14:03,2/18/2020 16:55
B-395,0219201108FL,0219201108FL,NAL15-023,Accutek Home Inspections,2/19/2020 11:08,2/19/2020 17:18
B-396,0219201204FL,0219201204FL,NAL16-189,Grace Apostolic Tabernacle,2/19/2020 12:04,2/19/2020 17:18
B-397,0220201211FL,0220201211FL,NAL15-023,Accutek Home Inspections,2/20/2020 12:11,2/20/2020 16:40
B-398,0221200946FL,0221200946FL,NAL16-006,Hawkshead Restaurant & Inn,2/21/2020 9:46,2/21/2020 16:45
B-399,0221201217FL,0221201217FL,NAL17-028,Hop & Vine Inn,2/21/2020 12:17,2/21/2020 16:45
B-400,0221201250FL,0221201250FL,NAL12-042,Remax Lakeshore,2/21/2020 12:50,2/21/2020 16:45
B-013,0722191444FL,0722191444FL,NAL18-019,Safari Joe's,7/22/2019 10:44,7/22/2019 12:56
B-014,0722191150FL,0722191150FL,NAL18-096,"Dowd Properties, LLC",7/22/2019 7:50,7/22/2019 12:56
B-015,0722191046FL,0722191046FL,NAL14-071,Stanislawski Blueberries,7/22/2019 6:46,7/22/2019 12:56
B-016,0722191538FL,0722191538FL,NAL19-111,Jody Sikkema,7/22/2019 11:38,7/22/2019 12:56
B-017,0719191313FL,0719191313FL,NAL19-096,Janet Osberg,7/19/2019 9:13,7/19/2019 12:55
B-437,0316201026FL,0316201026FL,NAL15-023,Accutek Home Inspections,3/16/2020 10:26,3/16/2020 16:45
B-438,0316201225FL,0316201225FL,NAL18-045,Blinker's Restaurant,3/16/2020 12:25,3/16/2020 16:45
B-439,0316201315FL,0316201315FL,NAL17-088,The Glenn Store,3/16/2020 13:15,3/16/2020 16:45
B-440,0316201413FL,0316201413FL,NAL19-034,Revolution Farms,3/16/2020 14:13,3/16/2020 16:45
B-441,0316201547FL,0316201547FL,NAL18-187,Van Buren State Park,3/16/2020 15:47,3/16/2020 16:45
B-442,0316201548FL,0316201548FL,NAL18-187,Van Buren State Park,3/16/2020 15:48,3/16/2020 16:45
B-443,0316201549FL,0316201549FL,NAL18-187,Van Buren State Park,3/16/2020 15:49,3/16/2020 16:45
B-444,0317201221FL,0317201221FL,NAL18-019,Safari Joe's,3/17/2020 12:21,3/17/2020 16:40
B-445,0317201221FL,0317201221FL,NAL18-019,Safari Joe's,3/17/2020 12:21,3/17/2020 16:40
B-446,0317201300FL,0317201300FL,NAL16-154,Pizza Plus,3/17/2020 13:00,3/17/2020 16:40
B-447,0317201340FL,0317201340FL,NAL18-023,Doug Hambley,3/17/2020 13:40,3/17/2020 16:40
B-448,0317201350FL,0317201350FL,NAL15-023,Accutek Home Inspections,3/17/2020 13:50,3/17/2020 16:40
B-449,0115201233FL,0115201233FL,NAL11-049B,Lakeshore Homestead,1/15/2020 12:33,1/15/2020 16:52
B-450,0319201001FL,0319201001FL,NAL15-023,Accutek Home Inspections,3/19/2020 10:01,3/19/2020 16:22
B-451,0319201418FL,0319201418FL,NAL15-148,Burnette Foods ,3/19/2020 14:18,3/19/2020 16:22
B-452,0319201428FL,0319201428FL,NAL17-132,Phoenix Country Market,3/19/2020 14:27,3/19/2020 16:22
B-453,0320201414FL,0320201414FL,NAL15-158,New Day Acres,3/20/2020 14:14,3/20/2020 16:40
B-454,0320201800FL,0320201800FL,NAL15-023,Accutek Home Inspections,3/20/2020 18:00,3/20/2020 18:20
B-455,0323201033FL,0323201033FL,NAL18-144,Schooner Dept,3/23/2020 10:33,3/23/2020 16:51
B-456,0323201234FL,0323201234FL,NAL19-047,Ray Gawel,3/24/2020 12:34,3/23/2020 16:51
B-457,0323201403FL,0323201403FL,NAL15-056,Guardian Home Inspections,3/23/2020 14:03,3/23/2020 16:51
B-458,0323201411FL,0323201411FL,NAL19-034,Revolution Farms,3/23/2020 14:11,3/23/2020 16:51
B-459,0324201417FL,0324201417FL,NAL15-023,Accutek Home Inspections,3/24/2020 14:17,3/24/2020 16:41
B-460,0325201202FL,0325201202FL,NAL12-001,Bronson Wellness Center-South Haven,3/25/2020 12:02,3/25/2020 16:48
B-461,0326201113FL,0326201113FL,NAL16-052,Heater Farms LLC,3/26/2020 11:13,3/26/2020 16:45
B-462,0326201346FL,0326201346FL,NAL12-042,Remax Lakeshore,3/26/2020 13:46,3/26/2020 16:45
B-463,0327200940FL,0327200940FL,NAL14-041,Redlum Farms,3/27/2020 9:40,3/27/2020 16:40
B-464,0327201028FL,0327201028FL,NAL19-037,Apple A Day Farm LLC,3/27/2020 10:28,3/27/2020 16:40
B-465,0330201117FL,0330201117FL,NAL15-106,True Blue Farms,3/30/2020 11:17,3/30/2020 16:51
B-466,0330201148FL,0330201148FL,NAL15-067,Midway Orchards,3/30/2020 11:48,3/30/2020 16:51
B-467,0330201219FL,0330201219FL,NAL18-097,Glenn Vineyard,3/30/2020 12:19,3/30/2020 16:51
B-468,0330201226FL,0330201226FL,NAL19-097,Dhillon Gas,3/30/2020 12:26,3/30/2020 16:51
B-469,0330201245FL,0330201245FL,NAL14-133,Warner Camp,3/30/2020 12:45,3/30/2020 16:51
B-470,0330201429FL,0330201429FL,NAL15-046,"Thomas Blueberries, Inc.",3/30/2020 14:29,3/30/2020 16:51
B-471,0330201527FL,0330201527FL,NAL15-040,Palisades Park Country Club,3/30/2020 15:27,3/30/2020 16:51
B-472,0331201130FL,0331201130FL,NAL15-023,Accutek Home Inspections,3/31/2020 11:30,3/31/2020 17:28
B-473,0331201228FL,0331201228FL,NAL14-032,"Berry Fresh Farms, LLC",3/31/2020 12:28,3/31/2020 17:28
B-474,0331201401FL,0331201401FL,NAL18-105,Jason Hartmann,3/31/2020 14:01,3/31/2020 17:28
B-475,0331201521FL,0331201521FL,NAL14-041,Redlum Farms,3/31/2020 15:21,3/31/2020 17:28
B-476,0401201218FL,0401201218FL,NAL14-037,Cornerstone Ag,4/1/2020 12:18,4/1/2020 17:24
B-477,0401201318FL,0401201318FL,NAL14-031,Spice Bush Creek Farm,4/1/2020 13:18,4/1/2020 17:24
B-478,0401201402FL,0401201402FL,NAL15-023,Accutek Home Inspections,4/1/2020 14:02,4/1/2020 17:24
B-479,0401201534FL,0401201534FL,NAL14-037,Cornerstone Ag,4/1/2020 15:34,4/1/2020 17:24
B-480,0403201340FL,0403201340FL,NAL16-028,Latchaw Orchards,4/3/2020 13:42,4/3/2020 16:58
B-481,0403201340FL,0403201340FL,NAL11-049B,Lakeshore Homestead,4/3/2020 13:42,
B-482,0403201341FL,0403201341FL,NAL16-028,Latchaw Orchards,4/3/2020 13:41,4/3/2020 16:58
B-483,0402201058FL,0402201058FL,NAL15-161,Stocchiero Farms,4/2/2020 10:00,4/2/2020 16:38
B-484,0402201416FL,0402201416FL,NAL15-106,True Blue Farms,4/2/2020 14:16,4/2/2020 16:38
B-485,0402201351FL,0402201351FL,NAL11-063,Gold Coast Farms Inc.,4/2/2020 13:51,4/2/2020 16:38
B-486,0403201443FL,0403201443FL,NAL19-130,Winkel Orchards,4/3/2020 14:43,4/3/2020 16:58
B-487,0403200835FL,0403200835FL,NAL15-142,Overhiser Orchard,4/3/2020 8:35,4/3/2020 16:58
B-488,0406200928FL,0406200928FL,NAL14-053,Pine Lane Berry,4/6/2020 9:28,4/6/2020 16:37
B-489,0406201003FL,0406201003FL,NAL16-037,Linden Hills,4/6/2020 10:03,4/6/2020 16:37
B-490,0406201032FL,0406201032FL,NAL14-126,Spring Grove Camp Ground,4/6/2020 10:32,4/6/2020 16:37
B-491,0406201425FL,0406201425FL,NAL16-161,"Lakeshore Environmental, Inc.",4/6/2020 14:25,4/6/2020 16:37
B-492,0407201029FL,0407201029FL,NAL15-149,Kibbie Christian Reformed Church,4/7/2020 10:29,4/7/2020 16:29
B-493,0407201450FL,0407201450FL,NAL16-034,Mr. Grocery,4/7/2020 14:50,4/7/2020 16:29
B-494,0407201502FL,0407201502FL,NAL15-050,Jensen CampGround,4/7/2020 15:02,4/7/2020 16:29
B-495,0407201506FL,0407201506FL,NAL15-050,Jensen CampGround,4/7/2020 15:06,4/7/2020 16:29
B-496,0407201519FL,0407201519FL,NAL16-037,Linden Hills,4/7/2020 15:19,4/7/2020 16:29
B-497,0408201241FL,0408201241FL,NAL14-126,Spring Grove Camp Ground,4/8/2020 12:41,4/8/2020 16:42
B-498,0408201449FL,0408201449FL,NAL15-050,Jensen CampGround,4/8/2020 14:49,4/8/2020 16:42
B-499,0409201315FL,0409201315FL,NAL14-046,"Harris Blueberries, LLC",4/9/2020 13:15,4/9/2020 16:21
B-500,0409201158FL,0409201158FL,NAL18-046,Jeronimo Mendez,4/9/2020 11:58,4/9/2020 16:21
B-501,0413201041FL,0413201041FL,NAL17-064,Beeches Golf Club,4/13/2020 10:41,4/13/2020 16:50
B-502,0413201338FL,0413201338FL,NAL17-046,KalHaven Out Post,4/13/2020 13:38,4/13/2020 16:50
B-503,0414201144FL,0414201144FL,NAL18-169,The Linking Center,4/14/2020 11:44,4/14/2020 16:36
B-504,0414201147FL,0414201147FL,NAL14-044,Goin's Blueberry Lane,4/14/2020 11:47,4/14/2020 16:36
B-505,0414201422FL,0414201422FL,NAL11-093,DeGrandchamp Farms,4/14/2020 14:22,4/14/2020 16:36
B-506,0414201425FL,0414201425FL,NAL17-046,KalHaven Out Post,4/14/2020 14:22,4/14/2020 16:36
B-507,0415201643FL,0415201643FL,NAL19-016,Bloomingdale Bulk Foods,4/15/2020 16:43,4/15/2020 17:33
B-508,0416201058FL,0416201058FL,NAL16-029,Miller Fruit Farm,4/16/2020 10:58,4/16/2020 17:37
B-509,0416201348FL,0416201348FL,NAL15-040,Palisades Park Country Club,4/16/2020 13:48,4/16/2020 17:37
B-510,0416201423FL,0416201423FL,NAL14-030,Barwacz Farms,4/16/2020 14:23,4/16/2020 17:37
B-511,0416201452FL,0416201452FL,NAL18-045,Blinker's Restaurant,4/16/2020 14:52,4/16/2020 17:37
B-512,0416201647FL,0416201647FL,NAL14-029,New Horizon Harvest Corp.,4/16/2020 16:47,4/16/2020 17:37
B-513,0420201130FL,0420201130FL,NAL11-041,Ross Stein Fruit Farm,4/20/2020 11:30,4/20/2020 16:20
B-514,0420201205FL,0420201205FL,NAL14-045,Sunshine Blueberry Farms,4/20/2020 12:05,4/20/2020 16:20
B-515,0420201407FL,0420201407FL,NAL19-034,Revolution Farms,4/20/2020 14:07,4/20/2020 16:20
B-516,0421200956FL,0421200956FL,NAL17-058,Maria's Lone Star Home Pub,4/21/2020 9:56,4/21/2020 16:46
B-517,0421201431FL,0421201431FL,NAL12-042,Remax Lakeshore,4/21/2020 14:31,4/24/2020 12:39
B-518,0422201122FL,0422201122FL,NAL12-001,Bronson Wellness Center-South Haven,4/22/2020 11:22,4/22/2020 16:27
B-519,0423201330FL,0423201330FL,NAL17-032,Baylors LLC,4/23/2020 13:30,4/23/2020 16:32
B-520,0423201410FL,0423201410FL,NAL18-133,Lake Michigan Berry,4/23/2020 14:10,4/23/2020 16:32
B-521,0423201420FL,0423201420FL,NAL11-049A,Hamlin Farms,4/23/2020 14:20,4/23/2020 16:32
B-522,0424201008FL,0424201008FL,NAL19-099,Morales Farm,4/24/2020 10:08,4/24/2020 16:22
B-523,0424201337FL,0424201337FL,NAL15-085,Stokes Homestead,4/24/2020 13:37,4/24/2020 16:22
B-059,0812191436FL,0812191436FL,NAL15-023,Accutek Home Inspections,8/12/2019 10:36,8/12/2019 12:40
B-060,0812191319FL,0812191319FL,NAL18-019,Safari Joe's,8/12/2019 9:19,8/12/2019 12:40
B-061,0813190834FL,0813190834FL,NAL14-037,Cornerstone Ag,8/13/2019 4:34,8/15/2019 13:01
B-062,0812191349FL,0812191349FL,NAL18-061,Jack Traughber,8/12/2019 9:49,8/15/2019 12:40
B-063,0812191111FL,0812191111FL,NAL16-034,Mr. Grocery,8/12/2019 7:11,8/15/2019 12:40
B-064,0813190848FL,0813190848FL,NAL15-116,Warren Blueberries,8/13/2019 4:48,8/13/2019 13:01
B-065,0813191522FL,0813191522FL,NAL13-104,"New Day Berry Farms, LLC",8/13/2019 11:22,8/13/2019 13:01
B-066,0813191600FL,0813191600FL,NAL19-128,Chris Koenes,8/13/2019 12:00,8/15/2019 13:01
B-067,0814190907FL,0814190907FL,NAL15-023,Accutek Home Inspections,8/14/2019 5:07,8/14/2019 12:45
B-068,0814191046FL,0814191046FL,NAL16-104,John Johnson,8/14/2019 6:46,8/14/2019 12:45
B-069,0814191136FL,0814191136FL,NAL14-037,Cornerstone Ag,8/14/2019 7:36,8/14/2019 12:45
B-070,0814191342FL,0814191342FL,NAL18-045,Blinker's Restaurant,8/14/2019 9:42,8/14/2019 12:45
B-071,0814191455FL,0814191455FL,NAL19-130,Winkel Orchards,8/14/2019 10:55,8/14/2019 12:45
B-072,0814191548FL,0814191548FL,NAL11-093,DeGrandchamp Farms,8/14/2019 11:48,8/14/2019 12:45
B-073,0814191601FL,0814191601FL,NAL15-046,"Thomas Blueberries, Inc.",8/14/2019 12:01,8/14/2019 12:45
B-074,0815191100FL,0815191100FL,NAL12-001,Bronson Wellness Center-South Haven,8/15/2019 7:00,8/15/2019 12:51
B-075,0815191106FL,0815191106FL,NAL11-093,DeGrandchamp Farms,8/15/2019 7:06,8/15/2019 12:51
B-076,0815191346FL,0815191346FL,NAL16-118,Saugatuck Weekends,8/15/2019 9:46,8/15/2019 12:51
B-077,0815191347FL,0815191347FL,NAL16-118,Saugatuck Weekends,8/15/2019 9:47,8/15/2019 12:51
B-078,0815191314FL,0815191314FL,NAL17-199,Immaculate Conception Church,8/15/2019 9:14,8/15/2019 12:51
B-079,0816190942FL,0816190942FL,NAL14-037,Cornerstone Ag,8/16/2019 5:42,8/16/2019 12:30
B-080,0816191317FL,0816191317FL,NAL16-161,"Lakeshore Environmental, Inc.",8/16/2019 9:17,8/16/2019 12:30
B-081,0816191400FL,0816191400FL,NAL15-056,Guardian Home Inspections,8/16/2019 10:00,8/16/2019 12:30
B-082,0817191127FL,0817191127FL,NAL15-023,Accutek Home Inspections,8/17/2019 7:27,8/17/2019 7:50
B-083,0819191241FL,0819191241FL,NAL19-132,Carol Decker,8/19/2019 8:41,8/19/2019 12:46
B-084,0819191259FL,0819191259FL,NAL18-096,"Dowd Properties, LLC",8/19/2019 8:59,8/19/2019 12:46
B-085,0819191305FL,0819191305FL,NAL15-023,Accutek Home Inspections,8/19/2019 9:05,8/19/2019 12:46
B-086,0819191317FL,0819191317FL,NAL12-042,Remax Lakeshore,8/19/2019 9:17,8/19/2019 12:46
B-087,0820191200FL,0820191200FL,NAL18-061,Jack Traughber,8/20/2019 8:00,8/20/2019 13:10
B-088,0820191308FL,0820191308FL,NAL19-034,Revolution Farms,8/20/2019 9:08,8/20/2019 13:10
B-089,0820191552FL,0820191552FL,NAL17-101,D&M Blueberries,8/20/2019 11:52,8/20/2019 12:10
B-090,0821191216FL,0821191216FL,NAL16-034,Mr. Grocery,8/21/2019 8:16,8/21/2019 12:36
B-091,0821191347FL,0821191347FL,NAL16-118,Saugatuck Weekends,8/21/2019 9:47,8/21/2019 12:36
B-092,0821191353FL,0821191353FL,NAL18-019,Safari Joe's,8/21/2019 9:53,8/21/2019 12:36
B-093,0821191421FL,0821191421FL,NAL15-023,Accutek Home Inspections,8/21/2019 10:21,8/21/2019 12:36
B-094,0822191247FL,0822191247FL,NAL19-133,Ryan Servatius,8/22/2019 8:47,8/22/2019 12:41
B-095,0822191305FL,0822191305FL,NAL18-098,PK's Lighthouse Cafe,8/22/2019 9:05,8/22/2019 12:41
B-096,0822191402FL,0822191402FL,NAL18-061,Jack Traughber,8/22/2019 10:02,8/22/2019 12:41
B-097,0822191523FL,0822191523FL,NAL12-042,Remax Lakeshore,8/22/2019 11:23,8/22/2019 12:41
B-098,0822191540FL,0822191540FL,NAL11-093,DeGrandchamp Farms,8/22/2019 11:40,8/22/2019 12:41
B-099,0822191632FL,0822191632FL,NAL15-056,Guardian Home Inspections,8/22/2019 12:32,8/22/2019 13:01
B-100,0823190745FL,0823190745FL,NAL15-023,Accutek Home Inspections,8/23/2019 3:45,8/23/2019 12:41
B-101,0823190759FL,0823190759FL,NAL15-023,Accutek Home Inspections,8/23/2019 3:59,8/23/2019 12:41
B-102,0823191350FL,0823191350FL,NAL16-028,Latchaw Orchards,8/23/2019 9:50,8/23/2019 12:41
B-103,0823191351FL,0823191351FL,NAL18-019,Safari Joe's,8/23/2019 9:51,8/23/2019 12:41
B-963,0821201035FL,0821201035FL,NAL18-163,Two Rivers Coalition,8/21/2020 10:35,8/21/2020 16:12
B-964,0821201631FL,0821201631FL,NAL18-159,R Todd Farms,8/21/2020 16:31,8/21/2020 16:57
